label,ch1_stats/Col1_CrestFactor,ch_stats/Col1_Kurtosis,ch1_stats/Col1_RMS,ch1_stats/Col1_Std,ch2_stats/Col1_Mean,ch2_stats/Col1_RMS,ch2_stats/Col_Skewness,ch2_stats/Col1_Std,ch3_stats/Col1_CrestFactor,ch3_stats/Col1_SINAD,ch3_stats/Col1_SNR,ch3_stats/Col1_THD
0,2.209589498,1.998601234,2.382095934,2.382112725,-0.011951691,0.397143433,3.305311223,0.39696639,7.036357453,-13.25568636,-13.14703943,-2.660458762
0,2.280736348,2.089611578,2.307787204,2.30773005,-0.012950198,0.450681475,3.505857769,0.450498594,7.598565053,-13.28596343,-13.17731506,-2.631103808
0,2.303607347,2.221793274,2.284874706,2.284771364,-0.000506875,0.452246455,3.82200237,0.452249401,6.953201089,-13.1421786,-13.03183666,-2.746464139
0,2.24598635,2.085227027,2.343493387,2.343474617,0.001686365,0.44466766,2.887948558,0.444667638,7.973394214,-13.55897161,-13.45545568,-2.570197157
0,2.234532592,2.097310763,2.355505656,2.35552247,-0.013608797,0.528256233,4.199425033,0.528084683,7.732193769,-12.76491647,-12.65054712,-2.936719395
0,2.360156783,2.295391537,2.230129031,2.228617815,-0.024847826,0.583473498,5.339165275,0.582948337,7.00289918,-13.12818631,-13.01725497,-2.705915129
0,2.224504791,2.05724794,2.366123993,2.366102,0.001971681,0.480732477,4.160307709,0.480731868,7.02193254,-13.00910079,-12.89900585,-2.855591708
0,2.232767539,2.025247681,2.357367737,2.357379395,0.000709647,0.522800865,1.963395891,0.522804118,7.463234357,-12.95014599,-12.84120065,-2.953047041
0,2.209208098,2.131415211,2.382507182,2.382523386,0.011684412,0.616490419,1.76712004,0.616384084,8.370289458,-12.7970148,-12.68341675,-2.932756151
0,2.21437795,2.195687614,2.376944803,2.376901282,0.004666972,0.55856606,1.838322593,0.558550552,8.81453011,-13.10084706,-12.99002856,-2.726318026
0,2.264808366,2.2781294,2.324017448,2.322517318,-0.023394441,0.596042631,2.21212056,0.595587597,9.430343526,-13.30433961,-13.20279113,-2.909935005
0,2.22970281,2.093339047,2.360607942,2.360624688,0.001639922,0.561472919,2.356105612,0.561474535,8.362413482,-12.87438194,-12.76464237,-3.006190602
0,2.296152356,1.970517645,2.292293082,2.292175439,-0.003849961,0.59255318,2.092313387,0.592544905,5.085501335,-13.96646781,-13.88169299,-3.013842118
0,2.161306401,1.880703106,2.43531142,2.435301601,-0.004437229,0.522986187,2.28866658,0.522971099,7.153934585,-13.59631621,-13.50425075,-3.035966638
0,2.137001353,1.889493033,2.463009279,2.463022912,0.004032016,0.526036479,2.041169627,0.526024784,7.540191864,-13.68961982,-13.59932568,-3.030386012
0,2.198918524,2.032219611,2.393655837,2.39153426,-0.013939265,0.475495885,2.999955959,0.475294919,8.24150464,-13.77017512,-13.68148901,-3.026445656
0,2.242645475,1.995600093,2.346984496,2.346996113,-0.008650223,0.479244891,2.42927451,0.47917024,8.253900426,-13.98715515,-13.90471579,-3.107714925
0,2.258587967,2.017168961,2.330418047,2.330434402,-0.010045889,0.454767376,2.796441193,0.454659652,7.902509159,-13.96845873,-13.88159214,-2.91903732
0,2.185338564,2.021960272,2.408530306,2.408443279,-0.01241966,0.53209297,1.495912675,0.531951805,7.892631223,-13.91828879,-13.82946995,-2.873550927
0,2.122883491,1.981690714,2.479389087,2.47940539,0.014388595,0.481426016,2.320271147,0.481214386,7.785543206,-13.9403057,-13.85745233,-3.139438087
0,2.184771007,2.010581688,2.409155991,2.408080192,-0.014372692,0.493377042,1.495793574,0.493171173,8.072224506,-13.5561362,-13.4669467,-3.209554283
0,2.117525987,1.947858595,2.485662132,2.485677246,0.003055633,0.518002547,1.590672598,0.517997234,7.741678863,-13.72485375,-13.63432953,-2.985373668
0,2.187635574,2.094474509,2.406001357,2.405727322,-0.010176905,0.534674406,1.927499556,0.534581362,8.372013967,-13.96753841,-13.88030669,-2.926914019
0,2.148978019,2.029569622,2.449282455,2.448983687,0.005706459,0.55580499,1.971817717,0.555779665,7.932817322,-13.73350991,-13.6449321,-3.06769263
0,2.180795011,1.874042091,2.413548331,2.4134841,0.003856484,0.274582736,2.310771968,0.274557614,10.0034728,-13.8897223,-13.80503077,-3.10145524
0,2.23454268,1.857921787,2.355495022,2.355450959,1.24E-05,0.403927188,1.943986105,0.403930073,8.833275793,-13.72558222,-13.6352623,-2.990750841
0,2.280953638,1.881341309,2.307567358,2.307568183,2.24E-03,0.441203668,1.381750745,0.441201144,9.426294934,-13.62296739,-13.53090321,-3.011777424
0,2.206323517,1.985491563,2.385622109,2.385571982,-0.010030849,0.44663884,1.820397239,0.446529376,10.04253653,-13.86922372,-13.78161361,-2.981870849
0,2.230570771,1.96096188,2.35968938,2.358116392,0.002350377,0.449985292,1.885117528,0.449982368,9.73701973,-13.63321939,-13.54296002,-3.089184664
0,2.097612343,1.979579204,2.509259719,2.509179857,-0.020445686,0.445990679,2.146526992,0.445524966,9.529091396,-13.85651079,-13.76607975,-2.855340035
0,2.035907046,1.951447795,2.585311629,2.584982505,-0.002349043,0.407385162,2.305271349,0.407381299,9.737733536,-13.79764252,-13.70550878,-2.839282208
0,2.065463021,1.889302234,2.548316821,2.54813145,-0.007715417,0.398409944,1.688261858,0.398338076,8.465486906,-13.97274617,-13.8835464,-2.814534088
0,2.156385308,1.810087427,2.440869051,2.440886449,0.000833526,0.396781703,2.832859062,0.396783662,8.697980644,-13.85149452,-13.75463875,-2.578541436
0,2.233355376,1.994938964,2.356747258,2.355532894,-0.002201816,0.401095,2.233206261,0.401091821,7.984650856,-13.96579905,-13.86887703,-2.442945277
0,2.202782575,1.908092109,2.389456962,2.389389464,0.000626416,0.511545275,3.374752458,0.511548545,7.889454186,-14.06614082,-13.97309612,-2.534040431
0,2.239450291,2.000327442,2.350333107,2.350294558,0.000699672,0.381862762,3.86263417,0.381864849,8.57849962,-13.99967426,-13.9086236,-2.687682176
0,2.15684589,1.966170367,2.440347817,2.440264135,0.004564243,0.358364811,3.246449859,0.358338304,8.564609189,-13.96939009,-13.87895047,-2.742330305
0,2.169563471,1.99269306,2.426042948,2.425579538,-0.007571845,0.316851453,1.80996279,0.31676323,9.13939225,-13.78020418,-13.68864889,-2.881147111
0,2.195835932,2.162242045,2.397016135,2.395273818,-0.007715825,0.350863407,3.655019951,0.350781063,7.303908409,-13.67384244,-13.57826676,-2.796523285
0,2.207047942,2.000484266,2.38483907,2.384632374,-0.005369103,0.367518414,1.820125705,0.367481818,7.724703773,-13.64670954,-13.55159442,-2.847460851
0,2.214000741,2.056645519,2.377349773,2.377144853,-0.002082701,0.339491005,4.484855964,0.339487042,7.79935946,-13.67298064,-13.57938007,-2.898860228
0,2.19439528,2.049403988,2.398589811,2.39834892,-0.001477186,0.435359072,2.093653623,0.435359676,7.680180699,-13.97944464,-13.88716409,-2.646405816
0,2.154256159,1.977413715,2.443281472,2.442947273,0.012078997,0.406474551,2.583564756,0.406297941,8.101680327,-13.63814464,-13.54363179,-2.878157495
0,2.220946697,2.100710872,2.36991467,2.367576662,-0.028279394,0.426927706,2.328770222,0.425993116,7.993762625,-13.67189891,-13.58017868,-2.977589921
0,2.159406823,1.921488629,2.437453704,2.437416097,0.000548364,0.471800596,3.480998157,0.471803648,7.32419658,-13.56521828,-13.47095231,-2.965945973
0,2.17801403,1.984928149,2.416630052,2.416265398,0.000374306,0.434737546,3.164148745,0.43474049,8.182879117,-13.44609069,-13.34747296,-2.915513343
0,2.10385409,1.880311955,2.501815209,2.501794858,-0.000568667,0.500546499,4.406136541,0.500549751,8.14085079,-13.79807311,-13.70598736,-2.836542481
0,2.178757682,1.969032575,2.41580521,2.415726144,0.016990731,0.428769638,1.997884384,0.428435922,7.608715385,-13.87957827,-13.79133448,-2.939338811
0,2.089485108,1.927989968,2.519019705,2.519009755,0.035057866,0.407778972,1.866858602,0.406272069,9.011858837,-13.59221906,-13.49956667,-3.018290472
0,2.186916269,2.108062143,2.406792722,2.405127699,-0.015108115,0.460765423,2.090572182,0.460520954,7.515227922,-13.54903821,-13.45812607,-3.149041371
0,2.145064033,2.044255008,2.453751533,2.453750714,0.00797045,0.482906396,2.99411784,0.482844063,7.870258785,-14.0636667,-13.97637832,-2.800136333
0,2.173633815,2.093438461,2.421499944,2.421290938,-0.014119053,0.444649202,2.984909756,0.444428157,7.913138719,-13.84653872,-13.75928368,-3.044248747
0,2.165050298,2.02976237,2.431100176,2.431083166,-0.011623604,0.48582741,2.371061699,0.48569181,7.784865961,-13.90717925,-13.81936518,-2.935077666
0,2.116996745,1.919758366,2.48628354,2.486295908,-0.003198459,0.551255166,3.133933718,0.551249824,7.65556296,-13.90292374,-13.81645858,-2.994040483
0,2.147223751,1.93572487,2.451283503,2.451296883,0.011250263,0.475815369,2.948965499,0.475685746,8.42236701,-13.82266956,-13.73382422,-2.968737785
0,2.195153837,2.077525974,2.397760955,2.395888416,-0.01334262,0.404632269,2.43748567,0.404415114,7.980096671,-13.70424867,-13.61343285,-2.990043323
0,2.075636179,1.924007384,2.53582695,2.535806624,0.008139494,0.377230116,2.642960273,0.377144986,7.809039738,-14.0686491,-13.9819646,-2.827741279
0,2.107459074,2.035374021,2.497535646,2.497384913,0.006385416,0.399707313,2.714818191,0.399659161,7.424959764,-13.93600199,-13.84862477,-2.946867044
0,2.137424787,2.073560489,2.462521345,2.462426206,0.005104132,0.381077838,2.759683601,0.381046376,7.628496228,-13.94086169,-13.85417904,-2.951918757
0,2.167974322,2.094834694,2.427821264,2.427235109,-0.03670751,0.50719325,3.468747851,0.505866788,8.953503173,-14.17695657,-14.09462944,-2.937705933
0,2.232646679,2.163456464,2.357495348,2.355576055,-0.008015166,0.395726748,2.836832842,0.395648395,8.568485021,-14.18136165,-14.09805529,-2.884251746
0,2.127799579,1.98239719,2.473660683,2.473653795,0.008806544,0.456285395,3.234222433,0.45620366,7.942569944,-14.28183219,-14.19897225,-2.810637587
0,2.07924909,2.025578376,2.531420688,2.531303981,0.005749679,0.299021038,2.543912377,0.29896789,8.568206968,-14.18326635,-14.0981826,-2.800516885
0,2.093952597,1.997994158,2.513645327,2.513662909,0.005918578,0.375039464,2.215599129,0.374995439,8.78452736,-14.03690886,-13.94927428,-2.803706764
0,2.064234935,2.018360824,2.549832904,2.549411654,-0.008661683,0.316824755,4.025567751,0.316708594,8.353096134,-14.08849525,-14.00108298,-2.775047748
0,2.037904035,1.942288518,2.582778222,2.582795889,0.001362879,0.309935656,2.64001422,0.309934874,9.046723034,-14.0105643,-13.91886389,-2.635702694
0,2.063483484,2.096976226,2.550761468,2.549030847,0.002099244,0.27880709,2.517613355,0.278801178,9.841271051,-14.06288338,-13.9771159,-2.8797409
0,2.094459424,2.046186269,2.513037063,2.513047922,0.007780223,0.405405033,0.667718847,0.405333265,8.480909805,-14.00718101,-13.91626146,-2.684285622
0,2.155650474,1.997525495,2.441701112,2.441614566,0.001984073,0.341679187,1.651415364,0.341675867,9.334385594,-14.36875929,-14.28534812,-2.68955856
0,2.260760096,2.005543101,2.328178992,2.327969021,-0.000745352,0.320713382,1.384419862,0.320714806,9.297722938,-14.31015487,-14.22571516,-2.69288969
0,2.205782311,2.02292542,2.386207439,2.386202048,-0.008971338,0.342119492,1.830662341,0.342004288,8.574043815,-14.06782161,-13.97806433,-2.67572679
0,2.327536174,2.157430964,2.261384471,2.261399843,0.007263815,0.287396147,1.095594763,0.28730639,8.785107638,-14.36257725,-14.27820989,-2.647617682
0,2.267775711,2.231942429,2.261286517,2.26129818,0.000769128,0.375023152,2.364271807,0.375025042,8.929509162,-14.43220331,-14.34787208,-2.57718022
0,2.331606374,1.779847494,2.137609213,2.13760175,0.058834527,0.447654242,1.526565898,0.443774304,9.899545773,-14.43209947,-14.35463196,-2.943973268
0,2.235087984,1.779192807,2.309578763,2.309594239,-0.012407485,0.357162638,0.90190134,0.35694961,8.533057428,-14.20087176,-14.12112206,-3.043369632
0,2.212854598,1.814929448,2.338056177,2.338043915,-0.007233064,0.389596372,2.180079932,0.389532005,8.559550268,-14.06432047,-13.98348077,-3.122898615
0,2.215184338,1.812673719,2.366437295,2.36512493,0.036680915,0.411777275,1.19989483,0.410143192,8.947610235,-13.63179567,-13.54814317,-3.411780552
0,2.129576455,1.73985528,2.47123084,2.471219013,0.00145697,0.534778874,0.313808843,0.534780709,8.770290017,-14.12699732,-14.04801313,-3.160064865
0,2.160095398,1.81274656,2.436676716,2.436332213,-0.004343449,0.417948679,0.197564701,0.417929095,9.02810256,-13.72767056,-13.64256148,-3.265475679
0,2.150663665,1.771384179,2.447362759,2.447351957,0.008174309,0.490664336,1.968326275,0.490599745,9.172148022,-13.94090909,-13.85584758,-3.032749246
0,2.210559204,1.794535152,2.38105098,2.380981625,-0.040856938,0.491102295,0.64958801,0.489403307,9.482828104,-13.7886986,-13.70486279,-3.244907389
0,2.251285845,1.781951557,2.337976838,2.337984445,-0.004206516,0.434396492,2.22734331,0.434379227,8.895231356,-13.98668085,-13.90481233,-3.146133689
0,2.260249276,1.82220861,2.316413244,2.316410526,-0.004532357,0.647383325,1.116196633,0.647372083,8.62112133,-13.66080713,-13.5759162,-3.311377452
0,2.210540573,1.796188048,2.381071049,2.381045661,-0.012285723,0.369979628,2.164364178,0.36977823,9.013226901,-13.93303139,-13.84670442,-2.978880215
0,2.186077289,1.83163384,2.407716409,2.407702213,0.005702617,0.37564749,2.158420359,0.375606885,8.787867432,-13.72418569,-13.63904155,-3.235900915
0,2.176639009,1.84022278,2.41815668,2.418166265,-0.000799665,0.359081875,1.499067283,0.359083549,8.416042558,-13.5618543,-13.471473,-3.138994246
0,2.207241812,1.885900768,2.3846296,2.383577907,-0.004558485,0.315171187,1.347535661,0.315140471,9.816556412,-13.50185152,-13.41392346,-3.331884324
0,2.258995088,1.784006821,2.329998054,2.330014689,-0.011885063,0.342734817,1.936454264,0.342531132,9.559906388,-13.46840188,-13.3769738,-3.18206069
0,2.241020959,1.765707659,2.348685825,2.348515457,-0.000389063,0.333137379,0.562368775,0.333139531,9.20490845,-13.54605429,-13.4543019,-3.132238899
0,2.275978434,1.749956322,2.312611614,2.312621123,0.013886252,0.411949415,0.076459657,0.411718246,8.659522087,-13.74874699,-13.66151733,-3.103140349
0,2.371245767,1.783682634,2.21969997,2.21971506,0.02661566,0.387444016,0.700064108,0.386531508,9.731468452,-13.75384867,-13.66902725,-3.215248082
0,2.413879297,1.862534731,2.180173225,2.17928518,-0.019241272,0.397258749,1.239586098,0.396795333,9.254296168,-13.88173153,-13.79626784,-3.068930483
0,2.205227546,1.784930904,2.386807733,2.386803607,0.013771744,0.341357396,1.6893833,0.341081916,60.45618435,-19.39474039,-19.39089198,-8.944820298
0,2.230673967,1.789618082,2.359580216,2.359594462,0.010586814,0.46752655,1.904918147,0.467410008,10.0445497,-14.03321387,-13.9495788,-3.000345072
0,2.26066646,1.829663578,2.327930769,2.327940251,-0.007675606,0.445990201,2.123052066,0.445927331,15.33069007,-12.98796658,-12.88250565,-3.089862902
0,2.202774079,1.777083707,2.389112466,2.389128031,0.002987392,0.563485288,2.348106015,0.563481394,8.720601145,-13.48100949,-13.38652444,-3.03289482
0,2.21057366,1.777832939,2.375605963,2.375564301,-0.002131875,0.461051925,2.18677507,0.461050289,9.43310172,-13.69299323,-13.60163242,-2.967405421
0,2.268402923,1.844053144,2.319991284,2.319097708,-0.017507008,0.401292316,2.231540315,0.400913112,9.11589293,-13.79707148,-13.70545176,-2.858390485
0,2.192935745,1.79133805,2.33721778,2.337231284,0.002392356,0.46382329,2.511199709,0.463820433,8.555669111,-13.5219231,-13.43058134,-3.141268071
0,2.273808993,1.806016997,2.310044572,2.310057985,-0.012389948,0.582914195,3.36442654,0.582786668,7.955561937,-13.56315733,-13.46583053,-2.836772141
0,2.296072524,1.80922146,2.250646433,2.250626247,0.001888616,0.493484154,2.257845762,0.493484065,8.298547978,-13.36844855,-13.26896977,-2.966902829
0,2.173058715,1.729494333,2.337783972,2.337778431,0.006906512,0.515124779,2.226145249,0.515082156,12.7620811,-13.55835718,-13.4642931,-2.991187827
0,2.192918232,1.732250292,2.333012955,2.333013513,-0.009610239,0.52693374,2.812515505,0.52684986,8.493235878,-13.28033523,-13.18139277,-3.048681325
0,2.254197161,1.811086087,2.334957319,2.333935475,-0.000172163,0.378936702,1.969297015,0.37893937,8.108639369,-13.31819097,-13.21699179,-2.89751884
0,2.283980938,1.789118279,2.294046353,2.294005313,-0.00318136,0.462050283,2.084023254,0.462042631,8.913674133,-13.31433955,-13.21551362,-3.02122272
0,2.143444504,2.038202541,2.455605522,2.45537808,-0.013134543,0.448860889,3.759792328,0.448671881,9.95297389,-13.3420441,-13.23426171,-2.642688458
0,2.366368592,2.379567465,2.224274856,2.215174538,-0.027178448,0.555531631,4.105624185,0.554870366,10.15051857,-13.29781562,-13.19302733,-2.793606422
0,2.247131173,1.989153554,2.342299472,2.342111833,0.005188512,0.412902308,1.963670728,0.412872657,8.903086679,-13.43843021,-13.34793909,-3.261745776
0,2.125762312,2.021819702,2.476031365,2.475572657,0.001710692,0.504136719,3.070260709,0.504137417,13.86527622,-13.92265542,-13.83634435,-2.983555977
0,2.058594291,1.976251313,2.556819565,2.556493984,-0.014838711,0.498059676,2.149952708,0.497842138,9.661045766,-13.56151687,-13.46663132,-2.939623196
0,2.063381769,2.009436602,2.550887208,2.549293666,0.006122235,0.444676599,2.727693233,0.444637628,8.673491168,-13.42465647,-13.32966026,-3.07425018
0,2.2874752,2.09498079,2.300988514,2.300797774,0.000423187,0.315758444,1.557973943,0.315760416,10.83441321,-14.02953559,-13.94325753,-2.87946213
0,2.177723424,2.105165736,2.416952539,2.41682805,-0.001405624,0.331530929,1.879824876,0.331530317,11.18434561,-13.72304716,-13.63117297,-2.916019413
0,2.139454184,2.161488083,2.460185499,2.459852835,-0.000354175,0.373058108,1.788704753,0.373060604,11.45813715,-13.81025712,-13.72064421,-2.936755895
0,2.154726685,2.184953953,2.442747935,2.442340006,0.021695135,0.410931247,0.280244165,0.41036108,11.32403088,-13.60594748,-13.51437826,-3.047483166
0,2.187691618,2.198860895,2.405939721,2.405303107,-0.008845332,0.365262614,1.793127627,0.365158106,11.30670573,-13.61229244,-13.51244615,-2.668043374
0,2.273679517,2.079523887,2.314949895,2.314772375,-0.013191116,0.386178099,1.381374281,0.385955499,10.64967896,-13.76702314,-13.67267886,-2.794396255
0,2.216032411,2.098434161,2.375170207,2.375005866,-0.007110263,0.33821867,1.770683978,0.338146338,10.14197511,-13.40862042,-13.30702222,-2.79585312
0,2.302115184,2.029170944,2.286355694,2.286052402,-0.019567342,0.338652979,2.785420916,0.338089621,10.14919699,-13.29649131,-13.19428239,-2.885741102
0,2.321764381,2.027482896,2.110458368,2.110433212,0.013171335,0.318439423,3.456129702,0.318169182,9.559863355,-13.55187579,-13.45239602,-2.747848199
0,2.267928302,2.06351614,2.15371809,2.153180986,-0.006445127,0.310081022,2.255926454,0.310016247,9.325567921,-13.56690232,-13.46609167,-2.70698377
0,2.268224907,1.989003696,2.108179729,2.108193625,0.010986458,0.303553354,0.856083206,0.30335664,9.777415612,-13.28823388,-13.18410652,-2.818087864
0,2.255096413,1.988435035,2.086506268,2.086419228,-0.02287314,0.346416447,2.273303318,0.345662958,8.428400998,-13.57810498,-13.47533699,-2.580167461
0,2.092358309,1.959881357,2.105085018,2.104980995,-0.005939632,0.341562744,2.464329389,0.341513536,7.917336963,-13.47254188,-13.36564598,-2.523372954
0,2.483583037,1.949217583,2.119298643,2.119250065,-0.008693362,0.323101992,2.237948428,0.322987326,11.76919978,-13.45244803,-13.35081292,-2.758267624
0,2.288285088,1.895316353,2.256552072,2.256568146,0.014341775,0.2998395,1.796462919,0.299498449,11.6684255,-13.72983352,-13.629245,-2.530917988
0,2.371340588,2.013953261,2.219611213,2.218358364,-0.022490166,0.517898514,6.314793476,0.517413652,9.785424957,-13.24031669,-13.13277117,-2.728215413
0,2.292381737,1.937512601,2.296063555,2.296074466,-0.014830289,0.3229378,1.556244168,0.322599399,9.572497826,-13.63475938,-13.53124947,-2.499697569
0,2.080207299,2.020015987,2.286906806,2.286779613,0.002306174,0.297278888,1.72777299,0.297272066,9.322994433,-13.53735845,-13.42998069,-2.469781576
0,2.284083021,1.995801586,2.304405799,2.304276188,0.001772117,0.328358083,2.297958543,0.328355647,8.439927135,-13.51220841,-13.40489157,-2.459378339
0,2.271934975,1.988285638,2.316727467,2.316646219,0.004039651,0.326162191,1.796752882,0.326139503,8.580446,-13.91798218,-13.81413535,-2.203561908
0,2.288994078,1.878891503,2.299461677,2.299477877,-0.009302375,0.396538793,3.134859574,0.396432497,8.405535015,-13.64868482,-13.53795074,-2.197131068
0,2.333246961,1.993544459,2.255849573,2.254394889,-0.008915331,0.326637897,3.26005482,0.326518538,8.398209499,-13.61092699,-13.49716668,-2.116413957
0,2.250710689,1.885112048,2.338574293,2.338585178,-0.005999716,0.377062855,1.373690753,0.377017812,8.639565948,-13.87925099,-13.77288535,-2.143069224
0,2.211529502,1.924422866,2.380006306,2.380006917,-0.001966281,0.498975517,1.901299543,0.498975207,8.410556686,-13.87136404,-13.76562067,-2.176238948
0,2.061479496,1.952264956,2.432549072,2.43252595,0.003807788,0.342385543,1.971806158,0.342366814,8.366405074,-13.93372735,-13.82619834,-2.051209338
0,2.182596243,1.972965057,2.411556502,2.411569569,-0.005039925,0.436177744,2.35515419,0.436151741,8.294145234,-14.29584616,-14.18983986,-1.760821341
0,2.26734299,2.094258058,2.321419469,2.320059442,-0.008140038,0.407115272,2.482654305,0.407036794,8.813509403,-14.00413868,-13.89351561,-1.850593219
0,2.15837517,1.986122278,2.43861875,2.438636095,0.000723897,0.473164664,2.668154726,0.47316749,8.943416438,-14.30673203,-14.19882372,-1.670861806
0,2.218161873,2.015721889,2.372890015,2.372868332,0.003959915,0.450061015,2.858707521,0.450046809,8.246079215,-14.01454489,-13.91349468,-2.250104003
0,2.127218291,1.961708751,2.409237021,2.409238942,-0.017807343,0.396819582,2.372718263,0.396422658,8.423151851,-13.58471511,-13.47317928,-2.231911585
0,2.268817149,1.993015537,2.319911132,2.319917578,0.002948476,0.385814117,2.663658091,0.385805606,7.512859458,-13.29898446,-13.18900143,-2.582321153
